#A increments downwards [0..255]
#Commit ID: 10eb08bcd8b4 tip
#Hex value of AF registers after performing RRCA with F = 0x00
0000,
8001,
0100,
8101,
0200,
8201,
0300,
8301,
0400,
8401,
0500,
8501,
0600,
8601,
0700,
8701,
0808,
8809,
0908,
8909,
0A08,
8A09,
0B08,
8B09,
0C08,
8C09,
0D08,
8D09,
0E08,
8E09,
0F08,
8F09,
1000,
9001,
1100,
9101,
1200,
9201,
1300,
9301,
1400,
9401,
1500,
9501,
1600,
9601,
1700,
9701,
1808,
9809,
1908,
9909,
1A08,
9A09,
1B08,
9B09,
1C08,
9C09,
1D08,
9D09,
1E08,
9E09,
1F08,
9F09,
2020,
A021,
2120,
A121,
2220,
A221,
2320,
A321,
2420,
A421,
2520,
A521,
2620,
A621,
2720,
A721,
2828,
A829,
2928,
A929,
2A28,
AA29,
2B28,
AB29,
2C28,
AC29,
2D28,
AD29,
2E28,
AE29,
2F28,
AF29,
3020,
B021,
3120,
B121,
3220,
B221,
3320,
B321,
3420,
B421,
3520,
B521,
3620,
B621,
3720,
B721,
3828,
B829,
3928,
B929,
3A28,
BA29,
3B28,
BB29,
3C28,
BC29,
3D28,
BD29,
3E28,
BE29,
3F28,
BF29,
4000,
C001,
4100,
C101,
4200,
C201,
4300,
C301,
4400,
C401,
4500,
C501,
4600,
C601,
4700,
C701,
4808,
C809,
4908,
C909,
4A08,
CA09,
4B08,
CB09,
4C08,
CC09,
4D08,
CD09,
4E08,
CE09,
4F08,
CF09,
5000,
D001,
5100,
D101,
5200,
D201,
5300,
D301,
5400,
D401,
5500,
D501,
5600,
D601,
5700,
D701,
5808,
D809,
5908,
D909,
5A08,
DA09,
5B08,
DB09,
5C08,
DC09,
5D08,
DD09,
5E08,
DE09,
5F08,
DF09,
6020,
E021,
6120,
E121,
6220,
E221,
6320,
E321,
6420,
E421,
6520,
E521,
6620,
E621,
6720,
E721,
6828,
E829,
6928,
E929,
6A28,
EA29,
6B28,
EB29,
6C28,
EC29,
6D28,
ED29,
6E28,
EE29,
6F28,
EF29,
7020,
F021,
7120,
F121,
7220,
F221,
7320,
F321,
7420,
F421,
7520,
F521,
7620,
F621,
7720,
F721,
7828,
F829,
7928,
F929,
7A28,
FA29,
7B28,
FB29,
7C28,
FC29,
7D28,
FD29,
7E28,
FE29,
7F28,
FF29,
#Hex value of AF registers after performing RRCA with F = 0xFF
00C4,
80C5,
01C4,
81C5,
02C4,
82C5,
03C4,
83C5,
04C4,
84C5,
05C4,
85C5,
06C4,
86C5,
07C4,
87C5,
08CC,
88CD,
09CC,
89CD,
0ACC,
8ACD,
0BCC,
8BCD,
0CCC,
8CCD,
0DCC,
8DCD,
0ECC,
8ECD,
0FCC,
8FCD,
10C4,
90C5,
11C4,
91C5,
12C4,
92C5,
13C4,
93C5,
14C4,
94C5,
15C4,
95C5,
16C4,
96C5,
17C4,
97C5,
18CC,
98CD,
19CC,
99CD,
1ACC,
9ACD,
1BCC,
9BCD,
1CCC,
9CCD,
1DCC,
9DCD,
1ECC,
9ECD,
1FCC,
9FCD,
20E4,
A0E5,
21E4,
A1E5,
22E4,
A2E5,
23E4,
A3E5,
24E4,
A4E5,
25E4,
A5E5,
26E4,
A6E5,
27E4,
A7E5,
28EC,
A8ED,
29EC,
A9ED,
2AEC,
AAED,
2BEC,
ABED,
2CEC,
ACED,
2DEC,
ADED,
2EEC,
AEED,
2FEC,
AFED,
30E4,
B0E5,
31E4,
B1E5,
32E4,
B2E5,
33E4,
B3E5,
34E4,
B4E5,
35E4,
B5E5,
36E4,
B6E5,
37E4,
B7E5,
38EC,
B8ED,
39EC,
B9ED,
3AEC,
BAED,
3BEC,
BBED,
3CEC,
BCED,
3DEC,
BDED,
3EEC,
BEED,
3FEC,
BFED,
40C4,
C0C5,
41C4,
C1C5,
42C4,
C2C5,
43C4,
C3C5,
44C4,
C4C5,
45C4,
C5C5,
46C4,
C6C5,
47C4,
C7C5,
48CC,
C8CD,
49CC,
C9CD,
4ACC,
CACD,
4BCC,
CBCD,
4CCC,
CCCD,
4DCC,
CDCD,
4ECC,
CECD,
4FCC,
CFCD,
50C4,
D0C5,
51C4,
D1C5,
52C4,
D2C5,
53C4,
D3C5,
54C4,
D4C5,
55C4,
D5C5,
56C4,
D6C5,
57C4,
D7C5,
58CC,
D8CD,
59CC,
D9CD,
5ACC,
DACD,
5BCC,
DBCD,
5CCC,
DCCD,
5DCC,
DDCD,
5ECC,
DECD,
5FCC,
DFCD,
60E4,
E0E5,
61E4,
E1E5,
62E4,
E2E5,
63E4,
E3E5,
64E4,
E4E5,
65E4,
E5E5,
66E4,
E6E5,
67E4,
E7E5,
68EC,
E8ED,
69EC,
E9ED,
6AEC,
EAED,
6BEC,
EBED,
6CEC,
ECED,
6DEC,
EDED,
6EEC,
EEED,
6FEC,
EFED,
70E4,
F0E5,
71E4,
F1E5,
72E4,
F2E5,
73E4,
F3E5,
74E4,
F4E5,
75E4,
F5E5,
76E4,
F6E5,
77E4,
F7E5,
78EC,
F8ED,
79EC,
F9ED,
7AEC,
FAED,
7BEC,
FBED,
7CEC,
FCED,
7DEC,
FDED,
7EEC,
FEED,
7FEC,
FFED,
#EOF
